,rpm_variation,harsh_braking_count,idling_time,fuel_consumption,acceleration_smoothness,eco_score
934,2108,3,1,6,0,61
935,1448,2,11,7,0,54
936,1085,2,9,9,0,52
937,2295,3,13,7,0,42
938,1970,4,12,10,0,33
939,1405,3,18,8,0,40
940,903,2,9,6,0,84
941,2410,2,13,8,0,55
942,2255,4,20,9,0,24
943,1730,1,18,8,0,42
944,3092,3,13,11,0,19
945,1050,2,11,7,0,68
946,732,3,13,8,0,58
947,1315,2,18,8,0,44
948,1768,5,14,6,0,50
949,1970,7,17,10,0,13
950,1631,3,7,10,0,41
951,2046,3,7,8,0,46
952,923,1,12,4,0,96
953,2810,4,8,9,0,23
954,1742,1,10,10,0,49
955,2582,3,10,7,0,50
956,2039,0,4,6,0,77
957,2119,4,8,7,0,36
958,2198,6,27,8,0,20
959,2113,6,17,8,0,18
960,2249,1,2,7,0,48
961,2730,2,22,10,0,23
962,1937,4,13,8,0,40
963,2296,1,5,4,0,84
964,1737,2,9,7,0,58
965,2808,2,18,8,0,38
966,1326,3,8,9,0,51
967,3060,3,9,9,0,33
968,1771,3,14,9,0,43
969,798,2,9,7,0,60
970,1889,3,18,8,0,42
971,1323,2,6,6,0,67
972,2388,4,9,9,0,26
973,1343,4,11,10,0,39
974,1487,4,11,6,0,56
975,500,1,10,5,0,81
976,1483,4,11,9,0,38
977,500,3,8,5,0,77
978,691,3,14,7,0,68
979,2332,3,7,7,0,52
980,2350,3,15,8,0,40
981,2097,2,0,9,0,54
982,1123,0,9,3,0,94
983,1766,6,14,6,0,31
984,1797,1,11,9,0,46
985,989,3,14,8,0,63
986,2852,4,13,9,0,12
987,2414,3,22,10,0,10
988,1645,1,12,8,0,62
989,1818,2,19,7,0,57
990,1945,4,14,10,0,12
991,500,0,5,6,0,88
992,1626,2,0,8,0,55
993,1322,3,13,6,0,56
994,1098,1,12,6,0,78
995,1603,3,5,6,0,44
996,3058,0,8,7,0,58
997,2248,4,5,7,0,42
998,1400,3,15,7,0,54
999,2200,0,11,6,0,74
1000,2779,1,0,8,0,36
1001,2447,2,3,6,0,51
1002,1841,0,0,7,0,81
1003,1347,1,11,7,0,65
1004,2288,3,13,7,0,46
1005,2075,2,14,6,0,51
1006,2426,3,6,8,0,30
1007,2244,1,6,8,0,41
1008,2534,4,8,10,0,31
1009,1425,2,5,6,0,67
1010,2722,2,5,7,0,48
1011,1938,3,5,9,0,41
1012,3252,4,14,10,0,6
1013,1317,1,16,5,0,63
1014,3015,5,18,10,0,13
1015,1938,0,6,6,0,70
1016,1344,1,8,6,0,67
1017,1461,3,13,8,0,51
1018,1575,4,13,8,0,34
1019,2096,3,7,8,0,53
1020,2165,3,13,5,0,49
1021,1398,2,13,6,0,52
1022,1782,1,4,9,0,47
1023,3299,7,17,11,0,0
1024,3009,7,15,11,0,0
1025,2105,4,15,9,0,39
1026,1826,7,13,11,0,0
1027,1884,3,21,9,0,22
1028,2229,0,1,7,0,61
1029,1084,3,20,4,0,55
1030,1619,2,6,8,0,46
1031,631,3,14,7,0,57
1032,2079,3,6,8,0,31
1033,2253,0,4,8,0,61
1034,1461,1,4,7,0,58
1035,2901,3,9,8,0,21
1036,941,3,6,8,0,51
1037,774,5,24,10,0,18
1038,1957,5,19,9,0,28
1039,2532,3,10,9,0,41
1040,2978,4,17,8,0,23
1041,1478,3,22,10,0,30
1042,2555,3,16,8,0,33
1043,1773,2,18,8,0,42
1044,1679,3,17,9,0,34
1045,2418,1,16,7,0,50
1046,2256,3,16,8,0,33
1047,696,1,4,7,0,73
1048,2833,2,18,8,0,35
1049,2766,4,13,7,0,42
1050,1362,2,12,8,0,52
1051,2077,4,2,7,0,39
1052,2145,5,10,9,0,35
1053,1982,3,17,7,0,47
1054,1414,5,19,7,0,32
1055,1329,1,13,7,0,58
1056,1782,6,8,11,0,21
1057,2620,2,11,8,0,42
1058,2180,1,9,7,0,68
1059,1540,3,15,8,0,46
1060,2340,4,12,8,0,37
1061,500,3,7,7,0,70
1062,2604,2,7,8,0,46
1063,582,2,0,7,0,71
1064,1546,5,12,7,0,42
1065,1016,4,12,9,0,26
1066,893,2,3,7,0,74
1067,2612,2,7,6,0,61
1068,1472,3,24,8,0,29
1069,2042,2,6,7,0,56
1070,1767,2,15,6,0,49
1071,2133,1,9,7,0,62
1072,1853,1,10,7,0,56
1073,901,3,16,8,0,63
1074,2497,1,0,6,0,74
1075,1454,3,14,10,0,43
1076,710,3,6,8,0,61
1077,1500,0,11,6,0,80
1078,2850,2,12,11,0,32
1079,2395,3,3,7,0,41
1080,1555,8,25,10,0,7
1081,1555,1,12,7,0,53
1082,1574,1,9,7,0,68
1083,3253,4,24,9,0,17
1084,2067,1,5,6,0,53
1085,2101,5,13,9,0,35
1086,2521,3,16,8,0,23
1087,1967,2,14,7,0,49
1088,1618,1,11,7,0,57
1089,1662,1,4,6,0,63
1090,1749,9,20,9,0,0
1091,1773,5,28,9,0,21
1092,2309,6,21,10,0,0
1093,1836,2,14,8,0,61
1094,2312,1,26,6,0,43
1095,1743,3,17,8,0,25
1096,1855,3,14,7,0,38
1097,500,1,7,5,0,89
1098,2441,2,8,11,0,35
1099,2042,0,2,7,0,68
1100,2498,2,10,7,0,42
1101,500,3,8,6,0,63
1102,3261,2,9,7,0,44
1103,1702,3,12,6,0,67
1104,2575,6,12,10,0,16
1105,1072,1,13,6,0,73
1106,2228,3,10,8,0,39
1107,1062,0,5,3,0,87
1108,1363,0,11,6,0,67
1109,3139,5,14,9,0,23
1110,1666,4,7,7,1,64
1111,1952,2,2,7,0,67
1112,2409,3,9,9,0,35
1113,2146,2,18,9,0,39
1114,1905,2,12,9,0,43
1115,2055,5,17,10,0,22
1116,3482,1,8,7,0,36
1117,1759,2,12,9,1,50
1118,1940,4,16,8,0,26
1119,2535,4,12,7,0,36
1120,2573,6,8,8,0,28
1121,2630,1,5,9,0,36
1122,2247,4,8,9,0,37
1123,999,3,24,9,0,26
1124,2943,4,14,8,0,20
1125,997,1,8,5,0,81
1126,2011,2,3,7,0,58
1127,1272,3,15,5,0,61
1128,1755,2,12,5,0,59
1129,2030,4,13,9,0,42
1130,2024,3,13,6,0,47
1131,2095,3,5,8,0,45
1132,2929,5,14,9,0,24
1133,2117,4,13,10,0,28
1134,1629,3,15,8,0,34
1135,2474,4,17,7,0,36
1136,2632,4,0,9,0,29
1137,940,4,11,6,0,62
1138,2218,5,18,9,0,33
1139,2290,1,17,7,0,45
1140,1591,6,10,9,0,22
1141,2762,3,11,9,0,22
1142,1694,2,13,8,0,34
1143,1887,5,17,9,0,20
1144,1678,3,5,8,0,52
1145,1810,3,6,5,0,51
1146,1032,4,2,6,0,70
1147,791,1,6,5,0,68
1148,2916,4,8,7,0,35
1149,1207,1,0,6,0,77
1150,1106,1,11,5,0,76
1151,500,4,11,6,0,50
1152,1352,2,13,10,0,29
1153,873,1,11,7,0,74
1154,2949,7,20,9,0,7
1155,2506,3,10,8,0,40
1156,1318,2,10,8,0,49
1157,3376,3,10,8,0,30
1158,2487,7,21,12,0,0
1159,1572,1,12,7,0,63
1160,500,3,14,6,0,48
1161,3403,4,6,10,0,13
1162,827,3,21,9,0,43
1163,648,2,8,7,0,56
1164,2515,3,10,8,0,47
1165,3507,2,18,9,0,25
1166,2768,6,15,9,0,0
1167,2194,1,7,6,0,61
1168,2216,3,15,8,0,30
1169,2397,3,6,7,0,41
1170,2331,5,5,9,0,31
1171,1996,4,9,7,0,37
1172,1872,3,20,11,0,28
1173,1756,1,4,6,0,61
1174,1272,4,11,7,0,36
1175,1603,2,11,7,0,51
1176,614,1,12,7,0,69
1177,1731,1,11,8,0,51
1178,1107,1,4,4,0,74
1179,1027,1,17,6,0,58
1180,1925,0,7,3,0,82
1181,2774,3,17,9,0,35
1182,2442,2,4,7,0,52
1183,700,2,12,8,0,67
1184,1107,1,12,6,0,71
1185,2458,4,8,7,0,48
1186,1112,4,16,7,1,58
1187,1642,6,8,10,0,33
1188,2185,1,4,7,0,62
1189,1122,2,13,8,0,51
1190,1873,1,1,5,0,64
1191,866,1,12,7,0,67
1192,1379,5,8,10,0,44
1193,2023,4,16,9,0,35
1194,684,2,1,7,0,72
1195,2108,2,8,8,0,41
1196,1786,1,11,8,0,50
1197,2186,2,19,8,0,53
1198,1956,3,7,8,0,52
1199,2754,4,3,7,0,38
1200,1887,1,3,8,0,38
1201,1499,5,17,9,0,27
1202,1885,4,22,7,0,34
1203,2180,2,7,9,0,40
1204,1834,3,16,11,0,30
1205,1828,3,12,8,0,33
1206,1308,4,15,6,0,30
1207,1335,1,8,7,0,71
1208,818,5,8,6,0,67
1209,3024,3,18,7,0,26
1210,929,4,10,9,0,40
1211,1314,4,8,8,0,40
1212,1297,0,9,6,0,77
1213,2426,1,8,10,0,38
1214,1593,4,23,8,0,45
1215,2673,5,14,9,0,15
1216,1328,10,20,13,0,0
1217,1995,3,16,8,0,36
1218,1215,3,11,7,0,50
1219,3301,7,19,12,0,0
1220,968,2,12,5,0,73
1221,2016,2,15,8,0,44
1222,2243,6,20,10,0,4
1223,2089,1,4,7,0,61
1224,1670,2,4,8,0,47
1225,1709,4,7,7,0,55
1226,1830,1,11,9,0,49
1227,1697,4,20,8,0,29
1228,2474,5,5,10,0,15
1229,3347,4,22,10,0,11
1230,1409,1,13,8,0,52
1231,841,5,8,8,0,41
1232,1738,3,9,6,0,56
1233,3605,3,7,8,0,26
1234,1237,1,15,6,0,71
1235,2947,3,15,10,1,29
1236,2974,4,11,8,0,34
1237,1412,1,9,7,0,59
1238,2198,3,15,8,0,32
1239,2939,3,10,7,0,48
1240,1534,2,6,8,1,64
1241,1657,3,11,8,0,52
1242,1392,1,10,6,0,63
1243,1089,1,4,5,0,72
1244,1345,1,7,5,0,65
1245,943,1,8,9,0,58
1246,1823,2,10,9,0,36
1247,1261,1,15,5,0,68
1248,1963,2,13,8,0,41
1249,710,5,16,7,0,50
1250,2031,4,7,8,0,24
1251,2383,4,10,9,0,25
1252,500,0,9,5,0,94
1253,2061,5,13,8,0,37
1254,2659,1,13,8,0,23
1255,953,2,13,8,1,68
1256,2970,1,0,5,0,62
1257,2093,1,10,6,0,50
1258,1306,4,15,9,0,35
1259,1760,3,1,6,0,49
1260,2190,2,12,7,0,47
1261,1853,4,26,6,0,33
1262,2177,5,11,10,0,29
1263,1155,1,6,6,0,67
1264,1918,1,10,7,1,66
1265,810,2,15,7,0,68
1266,1722,5,18,6,0,43
1267,1167,2,6,7,0,53
1268,1285,4,14,8,0,44
1269,2665,2,8,6,0,61
1270,2563,5,11,8,0,28
1271,2226,5,18,9,0,12
1272,1035,3,23,8,0,30
1273,1578,2,9,7,0,38
1274,2649,2,7,7,0,54
1275,1899,5,8,7,0,32
1276,3423,3,17,8,0,20
1277,2075,4,23,10,0,24
1278,1934,5,6,8,0,26
1279,1583,2,8,7,0,45
1280,1893,5,3,9,0,37
1281,1693,4,16,9,0,38
1282,2295,1,5,6,0,63
1283,2469,7,11,9,0,15
1284,1249,1,6,5,0,70
1285,868,1,2,4,0,92
1286,514,1,15,7,0,61
1287,2155,3,15,8,0,40
1288,1027,2,17,10,0,46
1289,500,5,11,7,0,49
1290,2072,6,17,10,0,21
1291,3545,2,12,8,0,38
1292,1795,1,11,7,1,64
1293,2386,4,10,8,0,35
1294,1857,3,14,7,0,43
1295,1730,1,13,8,0,46
1296,2443,4,14,9,0,25
1297,1596,2,11,7,0,58
1298,1987,3,20,6,0,49
1299,2025,2,14,7,0,44
1300,1332,1,5,7,1,61
1301,2494,3,10,7,0,38
1302,1677,3,19,7,0,43
1303,1270,1,22,8,0,54
1304,2175,1,6,5,0,69
1305,1171,2,13,10,0,31
1306,1819,1,11,9,0,50
1307,1793,3,14,9,0,45
1308,2560,3,7,8,0,34
1309,2132,1,12,5,0,59
1310,1782,1,5,4,0,73
1311,2372,3,2,8,0,44
1312,2773,6,19,11,0,4
1313,2190,3,20,8,1,46
1314,1807,4,10,7,0,38
1315,881,1,9,6,0,70
1316,1054,4,8,7,0,63
1317,1586,3,12,9,0,47
1318,1373,2,9,6,0,60
1319,1669,1,4,7,0,58
1320,1839,2,7,7,0,49
1321,2170,2,0,10,0,33
1322,1750,3,3,6,0,57
1323,2140,2,0,7,0,51
1324,1845,3,8,9,0,45
1325,500,4,11,6,0,67
1326,1142,2,12,9,0,43
1327,1699,1,14,6,0,63
1328,953,0,0,4,0,100
1329,2219,1,14,9,0,61
1330,2871,6,13,9,0,8
1331,2653,7,19,11,0,0
1332,1650,0,11,7,0,76
1333,2843,0,9,9,0,47
1334,1904,1,11,5,0,59
1335,1564,1,12,7,0,61
1336,1370,2,23,7,0,47
1337,1588,2,24,9,0,43
1338,1528,2,8,8,0,51
1339,1919,3,18,8,0,37
1340,1912,3,11,8,0,42
1341,1802,1,12,9,0,43
1342,2105,2,6,7,0,56
1343,2633,3,17,9,0,28
1344,2464,3,14,9,0,28
1345,760,4,19,9,0,48
1346,500,2,7,9,0,68
1347,2454,1,0,7,0,60
1348,843,1,19,7,0,55
1349,1642,1,5,7,0,84
1350,980,2,9,5,0,76
1351,538,3,21,8,0,55
1352,2179,2,5,6,0,48
1353,2331,2,13,7,0,46
1354,1396,2,20,6,0,61
1355,500,5,15,8,0,40
1356,1417,3,22,5,0,70
1357,2074,2,10,8,0,51
1358,764,4,18,6,1,61
1359,1928,4,12,7,0,37
1360,1789,0,4,5,1,81
1361,2205,7,17,10,0,0
1362,1883,4,1,9,0,38
1363,1118,1,4,7,0,66
1364,2637,3,10,8,0,32
1365,1689,0,9,6,0,76
1366,1780,3,20,8,0,42
1367,1146,3,10,6,0,50
1368,1489,2,6,8,0,62
1369,1180,2,11,8,0,61
1370,1678,2,7,9,0,51
1371,2998,3,3,7,0,26
1372,839,2,7,6,0,77
1373,670,6,9,7,0,50
1374,2829,3,15,7,0,47
1375,1653,3,8,9,0,54
1376,1331,2,14,8,0,61
1377,2527,6,11,10,0,13
1378,1376,1,10,8,0,64
1379,3078,5,16,11,0,2
1380,2274,2,7,7,0,46
1381,1458,3,6,7,0,65
1382,3310,4,16,10,0,13
1383,1375,5,9,8,0,40
1384,2319,3,4,6,0,51
1385,2009,4,8,6,0,31
1386,2711,2,7,8,0,38
1387,2893,2,15,7,0,36
1388,1822,4,3,8,0,34
1389,1272,1,16,7,0,55
1390,2121,1,5,9,0,52
1391,1325,2,11,7,1,71
1392,3209,4,16,8,0,22
1393,1895,4,11,8,0,44
1394,1544,3,6,8,0,26
1395,1929,0,16,6,0,73
1396,857,2,9,7,0,56
1397,1119,1,7,6,0,71
1398,2640,6,25,10,0,0
1399,1340,2,8,8,0,54
1400,1067,3,1,7,0,66
1401,2175,0,16,6,0,71
1402,2629,3,6,6,0,50
1403,2303,4,22,12,0,9
1404,2497,4,13,7,0,35
1405,1270,3,11,8,0,56
1406,804,4,6,7,0,70
1407,2850,1,12,7,0,49
1408,1574,2,5,7,0,70
1409,1624,2,13,10,0,44
1410,2729,2,11,9,0,36
1411,2189,2,17,6,0,57
1412,2119,3,7,8,0,44
1413,3315,1,2,7,0,29
1414,1349,3,8,7,0,64
1415,2449,1,10,6,0,65
1416,1839,3,18,11,0,30
1417,1988,3,9,10,0,51
1418,2869,2,9,7,0,44
1419,2155,1,9,9,0,48
1420,2176,6,10,10,0,25
1421,2550,4,6,8,0,35
1422,1544,2,10,9,0,57
1423,1212,2,14,7,0,68
1424,1068,2,8,7,0,70
1425,500,3,16,6,0,65
1426,3239,5,6,8,0,21
1427,1027,3,11,8,0,56
1428,1645,3,0,8,0,56
1429,1606,5,15,8,0,34
1430,2015,3,6,9,0,56
1431,2371,2,14,6,0,44
1432,2402,1,0,5,0,71
1433,1391,2,15,9,0,43
1434,1683,3,4,8,0,45
1435,1997,3,8,7,0,42
1436,1625,3,6,8,0,44
1437,2925,4,16,10,0,14
1438,2143,1,10,9,0,39
1439,2314,5,18,8,0,33
1440,2264,1,11,8,0,48
1441,2621,5,11,9,0,16
1442,1926,5,9,10,0,21
1443,892,1,12,5,0,76
1444,2079,7,19,10,0,4
1445,1344,7,12,9,0,18
1446,1429,0,3,4,0,85
1447,2210,4,14,8,0,22
1448,2666,3,18,10,0,25
1449,1814,5,14,8,0,35
1450,2016,3,10,8,0,26
1451,2991,6,13,8,0,5
1452,1968,1,2,8,0,61
1453,3621,1,15,5,0,35
1454,2195,2,9,7,1,58
1455,567,2,6,7,0,64
1456,2327,3,3,9,0,42
1457,2066,4,16,7,0,36
1458,2702,4,16,8,0,15
1459,2271,3,12,9,0,45
1460,1703,0,11,4,0,68
1461,942,2,9,7,1,74
1462,1653,2,4,6,0,56
1463,1204,3,18,8,0,50
1464,1393,2,14,8,0,50
1465,2212,4,8,9,0,36
1466,2968,4,17,9,0,27
1467,2076,0,13,7,0,48
1468,962,3,12,8,0,54
1469,2111,4,10,7,0,38
1470,2637,3,13,7,0,41
1471,1373,4,13,9,0,26
1472,1706,4,9,8,0,38
1473,1810,1,15,10,0,33
1474,1250,1,13,8,0,58
1475,2253,2,11,6,0,49
1476,1715,1,7,6,0,63
1477,2093,2,16,7,0,52
1478,1178,3,8,9,0,43
1479,1493,1,11,7,0,68
1480,2305,3,8,7,0,47
1481,1539,1,16,8,0,48
1482,3008,5,11,9,0,10
1483,1520,4,11,10,0,35
1484,1957,3,10,7,0,49
1485,2452,0,3,6,0,65
1486,807,2,19,5,0,62
1487,567,0,11,4,0,100
1488,732,2,11,5,0,68
1489,2683,4,10,7,0,34
1490,1413,2,13,8,0,50
1491,3590,3,6,8,0,29
1492,1405,1,2,7,0,65
1493,1929,2,6,6,0,53
1494,2879,2,14,8,0,48
1495,3204,2,14,6,0,49
1496,3243,2,10,7,0,32
1497,2645,1,8,8,0,49
1498,2516,4,12,5,0,50
1499,2214,4,16,8,0,29
1500,2344,4,2,8,0,47
1501,1414,5,16,9,0,16
1502,1227,2,14,7,0,50
1503,1797,1,13,7,0,55
1504,1680,4,14,9,0,32
1505,1482,2,13,8,0,53
1506,2287,3,19,10,0,24
1507,2468,0,4,6,0,61
1508,1861,1,9,8,0,63
1509,2834,3,10,8,0,33
1510,1000,2,16,8,0,60
1511,1664,0,6,7,0,68
1512,1298,3,7,7,0,58
1513,500,2,6,6,0,76
1514,1742,4,5,8,0,25
1515,1714,3,10,10,0,46
1516,2859,4,12,9,0,27
1517,2241,4,6,9,0,22
1518,1083,2,7,9,0,59
1519,3097,5,12,10,0,15
1520,2654,1,13,8,0,56
1521,2207,1,5,7,0,63
1522,1641,5,8,7,0,34
1523,1128,3,10,6,0,67
1524,1539,2,14,8,0,50
1525,2562,1,8,7,0,58
1526,3119,5,16,9,0,4
1527,2880,4,9,8,0,28
1528,1457,3,13,8,0,57
1529,1016,0,10,5,0,77
1530,1898,1,4,6,0,64
1531,562,1,5,8,1,75
1532,2026,4,2,7,0,49
1533,1696,6,17,10,0,26
1534,1473,1,5,7,0,69
1535,683,5,12,7,0,56
1536,2159,4,11,9,0,43
1537,1427,1,11,6,0,60
1538,981,2,7,6,0,61
1539,500,2,9,7,0,75
1540,1780,4,18,9,0,30
1541,3040,6,23,13,0,0
1542,2962,5,16,9,0,14
1543,1480,2,16,9,0,40
1544,1378,1,10,8,0,60
1545,2128,2,9,9,0,42
1546,1101,0,11,7,0,72
1547,2011,2,7,7,0,60
1548,2336,2,5,8,0,48
1549,2658,2,6,8,0,51
1550,1729,5,8,9,0,34
1551,1657,4,14,9,0,37
1552,1185,1,9,6,0,75
1553,1221,2,0,8,0,59
1554,1641,2,9,6,0,60
1555,2057,1,13,6,0,59
1556,2439,1,16,9,0,41
1557,1237,4,17,9,0,46
1558,2844,5,7,9,0,22
1559,1610,2,11,6,0,53
1560,1785,3,10,7,0,50
1561,1276,2,17,8,0,50
1562,500,3,5,7,0,74
1563,2418,1,11,9,0,43
1564,2315,3,18,9,0,32
1565,1603,1,0,8,0,74
1566,1846,2,8,9,0,38
1567,2161,4,7,10,0,20
1568,706,1,12,7,0,70
1569,1429,1,10,8,0,52
1570,2355,3,15,10,0,25
1571,921,3,7,7,0,70
1572,2005,5,12,9,0,23
1573,850,3,10,6,0,61
1574,2126,3,13,8,0,44
1575,1775,0,9,6,0,74
1576,669,1,2,7,0,57
1577,2615,3,12,7,0,42
1578,1285,2,1,6,0,69
1579,1232,3,14,7,0,64
1580,1940,3,3,10,0,23
1581,2604,2,13,8,0,43
1582,1088,4,9,8,0,61
1583,1843,2,13,5,0,62
1584,2100,2,15,6,0,67
1585,2285,2,5,7,0,42
1586,1923,1,15,6,0,65
1587,1543,1,4,7,0,61
1588,1220,2,11,7,0,58
1589,1860,1,5,5,1,87
1590,1049,6,6,7,0,49
1591,500,2,11,6,0,70
1592,2105,5,18,7,0,35
1593,2432,6,13,10,0,9
1594,500,2,14,6,0,73
1595,1093,2,5,7,0,76
1596,2233,1,12,8,1,64
1597,3240,1,0,9,0,37
1598,1814,5,20,8,0,31
1599,1290,3,8,8,0,49
1600,1671,1,3,6,0,57
1601,2762,4,9,8,0,13
1602,1347,2,19,6,0,61
1603,1240,6,17,9,0,24
1604,1462,2,9,8,0,53
1605,1132,3,24,6,0,50
1606,1885,1,12,5,0,75
1607,2937,2,12,7,0,39
1608,2026,2,15,6,0,51
1609,1623,6,21,10,0,9
1610,1595,5,10,11,0,27
1611,705,1,3,5,0,85
1612,2418,2,5,3,0,66
1613,1745,2,10,7,0,57
1614,1673,2,10,7,0,67
1615,4035,3,8,11,0,8
1616,2009,2,5,6,0,71
1617,1273,1,15,8,0,57
1618,1501,4,9,7,0,54
1619,2603,2,4,7,0,56
1620,1879,0,6,6,1,75
1621,793,3,7,7,0,52
1622,2443,0,4,6,0,65
1623,1332,0,7,7,0,50
1624,3111,7,19,12,0,0
1625,2556,3,26,7,0,33
1626,1486,4,21,10,0,16
1627,2696,5,7,7,0,31
1628,1847,3,10,8,0,51
1629,2396,3,14,8,0,27
1630,2139,4,14,8,0,37
1631,1207,3,8,8,0,65
1632,1349,4,17,9,0,40
1633,2520,1,4,5,0,64
1634,1565,2,7,6,0,68
1635,1517,4,11,6,0,54
1636,1131,0,4,4,1,90
1637,2096,7,23,9,0,3
1638,3243,2,12,8,0,32
1639,1052,4,15,8,0,44
1640,1816,2,7,8,0,44
1641,2788,1,22,7,0,43
1642,1744,5,7,9,0,29
1643,2116,3,16,10,0,33
1644,1056,5,23,10,0,32
1645,2099,2,12,8,1,56
1646,1668,1,10,8,0,50
1647,2490,1,7,7,0,51
1648,2631,5,17,9,0,0
1649,3612,4,12,10,0,8
1650,2205,2,18,6,0,46
1651,2028,1,6,6,0,81
1652,1936,0,4,5,0,69
1653,1552,0,3,6,0,62
1654,2036,2,18,6,0,42
1655,1593,2,13,9,0,27
1656,1917,4,19,10,0,15
1657,2722,3,10,11,0,26
1658,1095,1,2,6,0,84
1659,2597,3,16,8,0,31
1660,2721,4,17,8,0,35
1661,1717,1,5,8,0,61
1662,500,3,6,9,0,62
1663,1374,2,7,5,0,61
1664,2707,3,10,7,0,33
1665,1783,6,15,7,0,36
1666,1100,5,16,9,0,32
1667,1446,1,7,6,0,77
1668,2388,2,20,7,0,44
1669,2182,2,20,6,0,41
1670,1632,1,10,6,0,64
1671,1543,0,9,6,0,63
1672,1525,1,6,8,0,60
1673,1154,1,15,6,0,73
1674,2930,8,18,11,0,0
1675,1574,2,3,6,0,67
1676,2652,4,9,7,0,39
1677,2864,5,14,11,0,5
1678,2498,2,16,10,0,30
1679,1497,3,0,10,0,43
1680,2082,5,15,8,0,18
1681,1783,0,7,6,0,69
1682,1167,4,10,7,0,47
1683,2027,2,8,6,0,52
1684,974,3,16,9,0,43
1685,2631,0,8,6,0,68
1686,1474,3,0,7,0,62
1687,1940,0,7,7,0,52
1688,1998,4,15,8,0,18
1689,1618,1,5,5,0,76
1690,2210,1,0,8,0,54
1691,1467,6,21,10,0,23
1692,2409,2,8,9,0,32
1693,857,1,10,5,0,75
1694,1888,2,0,8,0,55
1695,3157,3,17,9,0,19
1696,1099,1,2,6,0,89
1697,1325,3,18,10,0,35
1698,2159,3,8,8,0,43
1699,1925,1,11,7,0,45
1700,2045,1,13,7,0,50
1701,2142,4,6,7,0,52
1702,2244,3,14,8,0,51
1703,2576,4,16,8,0,34
1704,2086,5,4,8,0,37
1705,1631,3,9,7,0,54
1706,2270,2,3,8,0,57
1707,3129,2,0,6,0,62
1708,1707,4,11,8,0,26
1709,1117,1,7,5,0,77
1710,2574,4,9,11,0,8
1711,1715,2,6,9,0,57
1712,500,2,2,8,0,69
1713,2393,3,11,8,0,33
1714,1425,2,13,6,0,61
1715,1736,3,13,8,0,42
1716,2032,2,2,5,0,67
1717,1933,4,16,8,0,29
1718,2296,4,18,9,0,42
1719,1495,2,22,7,0,44
1720,2159,2,6,5,0,62
1721,1618,1,12,7,0,56
1722,2317,1,17,4,0,57
1723,2230,2,13,6,0,49
1724,1145,3,26,6,0,35
1725,2560,3,10,9,0,41
1726,1424,1,6,5,0,81
1727,2365,4,3,6,0,40
1728,2057,4,12,10,0,18
1729,3086,4,13,11,0,5
1730,1643,2,11,8,0,45
1731,1555,4,15,9,0,23
1732,1786,3,10,6,0,46
1733,1587,2,12,5,0,72
1734,2359,2,9,6,0,53
1735,668,2,13,6,0,64
1736,1062,1,2,7,0,69
1737,1052,1,5,4,0,85
1738,2465,4,14,7,0,37
1739,2997,1,12,7,0,44
1740,1726,1,8,5,0,71
1741,1681,0,6,6,0,65
1742,1849,3,10,7,0,53
1743,2613,6,10,8,0,18
1744,1150,1,8,5,0,79
1745,1966,4,18,9,0,16
1746,2482,0,7,6,1,78
1747,2150,2,9,8,0,55
1748,1932,3,10,8,0,43
1749,2500,3,20,9,0,35
1750,500,3,15,8,0,59
1751,2274,2,14,8,0,41
1752,1342,3,14,9,0,43
1753,518,2,13,10,0,48
1754,2157,2,14,9,0,47
1755,2761,4,21,7,0,23
1756,1703,1,10,6,0,73
1757,2467,5,15,8,0,18
1758,2928,3,18,9,0,23
1759,2720,5,14,10,0,0
1760,2947,1,14,5,0,47
1761,2319,4,11,8,0,37
1762,1852,3,4,9,0,37
1763,678,3,5,6,0,70
1764,1627,4,21,11,0,16
1765,1209,1,23,6,0,62
1766,3319,2,10,8,0,33
1767,1676,2,7,8,0,52
1768,1886,3,13,8,0,44
1769,2186,4,9,7,0,51
1770,1830,1,19,8,0,47
1771,2986,3,7,7,0,33
1772,1364,4,6,8,0,49
1773,1936,1,9,8,0,44
1774,1280,2,13,5,0,80
1775,875,4,12,9,0,35
1776,1371,2,17,9,0,29
1777,1774,0,8,7,0,67
1778,1499,2,8,6,0,69
1779,1315,4,26,8,0,26
1780,815,6,17,10,0,21
1781,1741,4,9,9,0,31
1782,746,2,5,5,0,91
1783,2332,4,7,9,0,31
1784,1857,2,0,8,0,64
1785,779,0,14,7,0,69
1786,1583,2,9,7,1,64
1787,1273,3,15,9,0,31
1788,2023,4,13,9,0,31
1789,2738,4,0,10,0,32
1790,500,1,8,3,0,100
1791,1880,5,13,8,0,40
1792,1687,2,17,6,0,51
1793,2269,3,16,8,0,31
1794,1949,12,21,11,0,0
1795,1273,3,11,8,0,68
1796,1576,2,6,9,0,58
1797,1242,1,4,6,0,62
1798,2553,2,6,7,0,54
1799,1814,4,11,8,0,38
1800,3130,4,13,7,0,23
1801,1757,3,10,6,0,50
1802,1304,1,10,8,0,70
1803,740,2,8,7,0,63
1804,537,2,13,6,0,70
1805,691,2,20,7,0,59
1806,1986,3,17,7,0,46
1807,2156,2,5,7,0,57
1808,693,3,8,7,0,50
1809,2426,3,17,10,0,18
1810,1461,0,0,6,0,80
1811,1902,3,10,6,0,56
1812,2928,4,13,8,0,22
1813,2427,2,9,9,0,41
1814,1612,1,8,7,0,57
1815,1176,3,13,8,0,49
